date_month,0
2011-01,43
2011-02,49
2011-03,51
2011-04,49
2011-05,55
2011-06,56
2011-07,37
2011-08,44
2011-09,62
2011-10,59
2011-11,40
2011-12,58
2012-01,57
2012-02,61
2012-03,77
2012-04,57
2012-05,52
2012-06,74
2012-07,36
2012-08,46
2012-09,75
2012-10,98
2012-11,70
2012-12,71
2013-01,60
2013-02,65
2013-03,80
2013-04,60
2013-05,52
2013-06,66
2013-07,48
2013-08,31
2013-09,64
2013-10,63
2013-11,88
2013-12,83
2014-01,83
2014-02,80
2014-03,103
2014-04,96
2014-05,100
2014-06,91
2014-07,68
2014-08,53
2014-09,123
2014-10,127
2014-11,116
2014-12,117
2015-01,126
2015-02,103
2015-03,160
2015-04,193
2015-05,139
2015-06,251
2015-07,179
2015-08,100
2015-09,192
2015-10,215
2015-11,196
2015-12,185
2016-01,269
2016-02,250
2016-03,493
2016-04,294
2016-05,329
2016-06,411
2016-07,229
2016-08,192
2016-09,389
2016-10,438
2016-11,375
2016-12,325
2017-01,599
2017-02,508
2017-03,602
2017-04,538
2017-05,545
2017-06,712
2017-07,412
2017-08,285
2017-09,632
2017-10,899
2017-11,737
2017-12,689
2018-01,977
2018-02,866
2018-03,1249
2018-04,973
2018-05,948
2018-06,1104
2018-07,685
2018-08,378
2018-09,987
2018-10,1185
2018-11,1060
2018-12,784
2019-01,984
2019-02,1028
2019-03,1153
2019-04,1174
2019-05,946
2019-06,1076
2019-07,805
2019-08,407
2019-09,975
2019-10,1058
2019-11,934
2019-12,728
2020-01,959
2020-02,893
2020-03,705
2020-04,521
2020-05,525
2020-06,659
2020-07,526
2020-08,344
2020-09,745
2020-10,809
2020-11,805
2020-12,722
